Line	Spkr	StTime	Content	EnTime
62	ATL_int_01	85.0460	(pause 1.13)	86.1751
63	ATL_int_01	86.1751	some of this stuff, I don't see	87.4538
64	ATL_int_01	87.4538	(pause 0.29)	87.7477
65	ATL_int_01	87.7477	represents me	88.8201
66	ATL_int_01	88.8201	(pause 0.37)	89.1861
67	ATL_int_01	89.1861	thoroughly I would say,	90.3153
68	ATL_int_01	90.3153	(pause 0.25)	90.5665
69	ATL_int_01	90.5665	especially when it comes to	91.8348
70	ATL_int_01	91.8348	(pause 0.85)	92.6856
71	ATL_int_01	92.6856	some of these Atlanta rappers' mindsets.	95.1294
72	ATL_int_01	95.1294	(pause 0.70)	95.8306
73	ATL_int_01	95.8306	You know,	96.2585
74	ATL_int_01	96.2585	(pause 0.13)	96.3912
75	ATL_int_01	96.3912	I just	96.7882
76	ATL_int_01	96.7882	(pause 1.18)	97.9689
77	ATL_int_01	97.9689	go back to that just cause that's kind of the industry I'm dealing with at the moment.	101.9234
78	ATL_int_01	101.9234	(pause 0.67)	102.5923
79	ATL_int_01	102.5923	But, um,	103.2883
80	ATL_int_01	103.2883	(pause 1.79)	105.0774
81	ATL_int_01	105.0774	yeah, it's- it's definitely	106.3457
82	ATL_int_01	106.3457	(pause 0.23)	106.5729
83	ATL_int_01	106.5729	refreshing to hear that.	107.8925
84	ATL_int_01	107.8925	(pause 0.45)	108.3462
85	ATL_int_01	108.3462	You never, um, thought that, um, coming across too smart might,	111.9230
86	ATL_int_01	111.9230	(pause 0.41)	112.3354
87	ATL_int_01	112.3354	um, enable you or	113.9337
88	ATL_int_01	113.9337	(pause 0.73)	114.6645
89	ATL_int_01	114.6645	s- be to your detriment of your music career?	116.9846
90	ATL_se0_ag1_m_04	117.2114	Um,	117.8250
91	ATL_se0_ag1_m_04	117.8250	(pause 0.66)	118.4849
92	ATL_se0_ag1_m_04	118.4849	nah, not really. I tried dumbing it down, but I just can't do it.	121.7059
93	ATL_int_01	122.0268	[Mm-hm.]	122.3394
94	ATL_se0_ag1_m_04	122.1112	[It's like] you- you learn so much and you b-	124.1601
95	ATL_se0_ag1_m_04	124.4164	you wanna spit it out, and that's how I am, man.	126.6851
96	ATL_se0_ag1_m_04	126.6851	(pause 0.32)	127.0048
97	ATL_se0_ag1_m_04	127.0048	That dumbing it down and	128.4174
98	ATL_se0_ag1_m_04	128.4174	(pause 0.44)	128.8609
99	ATL_se0_ag1_m_04	128.8609	n- tryna sound dumb on interviews and- and stuff. It's like, I'm just gonna speak my mind. I don't think I'm the smartest.	134.4071
100	ATL_se0_ag1_m_04	134.4071	(pause 0.30)	134.7113
101	ATL_se0_ag1_m_04	134.7113	I ain't the dumbest.	135.6084
102	ATL_int_01	135.7837	[Mm-hm.]	136.0879
103	ATL_se0_ag1_m_04	135.8817	[I just] speak what come to my mind, what I feel like is real.	138.8552
104	ATL_se0_ag1_m_04	139.9689	I mean, /it's-/ that's really what it is, from the music to just being a person. Anybody who around me, man, know	144.8913
105	ATL_se0_ag1_m_04	144.8913	(pause 0.34)	145.2265
106	ATL_se0_ag1_m_04	145.2265	I'm pretty much real. I a-	146.4587
107	ATL_se0_ag1_m_04	146.4587	(pause 0.23)	146.6907
108	ATL_se0_ag1_m_04	146.6907	I- I respect feelings,	148.1189
109	ATL_int_01	148.3406	[Mm-hm.]	148.6293
110	ATL_se0_ag1_m_04	148.5004	[but] I'm a realist at the end of the day. Like I'm'a give you the realest a-	151.3450
111	ATL_se0_ag1_m_04	151.9740	best	152.4845
112	ATL_se0_ag1_m_04	152.4845	(pause 0.32)	152.8041
113	ATL_se0_ag1_m_04	152.8041	answer I know to give you	154.5185
114	ATL_se0_ag1_m_04	154.5185	(pause 0.07)	154.5837
115	ATL_se0_ag1_m_04	154.5837	on anything. All the scenari- whatever it might be, I'm'a- I'm'a try to keep it real with you as-	158.2592
116	ATL_se0_ag1_m_04	158.2592	(pause 0.14)	158.3960
117	ATL_se0_ag1_m_04	158.3960	as one thousand as possible.	159.6445
118	ATL_int_01	160.1137	Mm-hm.	160.5726
119	ATL_int_01	160.5726	(pause 1.53)	162.1039
120	ATL_int_01	162.1039	Okay.	162.6078
121	ATL_int_01	162.6078	(pause 0.70)	163.3038
122	ATL_int_01	163.3038	Um,	163.9122
123	ATL_int_01	163.9122	(pause 0.88)	164.7938
124	ATL_int_01	164.7938	I know you mentioned something about	166.5674
125	ATL_int_01	166.5674	(pause 0.32)	166.8871
126	ATL_int_01	166.8871	your pops. What about, um,	168.8862
127	ATL_int_01	168.8862	(pause 0.85)	169.7317
128	ATL_int_01	169.7317	just your whole immediate family	171.7116
129	ATL_int_01	171.7116	(pause 0.10)	171.8147
130	ATL_int_01	171.8147	altogether? What's that	173.1247
131	ATL_int_01	173.1247	(pause 0.30)	173.4258
132	ATL_int_01	173.4258	relationship hitting on?	174.5665
133	ATL_se0_ag1_m_04	175.6235	I mean, I fuck with my family.	177.1135
134	ATL_int_01	177.3764	Mm-hm.	177.7116
135	ATL_se0_ag1_m_04	178.0054	But they know I'm on a mission right now, so I block a lot of stuff out.	180.8243
136	ATL_int_01	181.2265	Mm.	181.5049
137	ATL_se0_ag1_m_04	182.3968	You know what I'm saying, you know I love 'em, but like I said, I gotta block stuff out to focus on me. I can't let they feelings be my feelings.	188.0720
138	ATL_se0_ag1_m_04	188.0720	(pause 0.74)	188.8093
139	ATL_se0_ag1_m_04	188.8093	I can't let what they go through determine my actions.	191.3460
140	ATL_se0_ag1_m_04	191.3460	(pause 0.47)	191.8151
141	ATL_se0_ag1_m_04	191.8151	You know, sometime they just gotta go through it, and you just gotta deal with the consequences as they come, you know. Something happened then	196.8046
142	ATL_se0_ag1_m_04	196.8046	(pause 0.53)	197.3298
143	ATL_se0_ag1_m_04	197.3298	that's just something I gotta live with, you know. God be	199.9644
144	ATL_se0_ag1_m_04	199.9644	(pause 0.51)	200.4749
145	ATL_se0_ag1_m_04	200.4749	/on that/ happened to my family, you know what I'm saying, but	202.7678
146	ATL_se0_ag1_m_04	202.7678	(pause 0.59)	203.3556
147	ATL_se0_ag1_m_04	203.3556	at the same time,	204.3867
148	ATL_se0_ag1_m_04	204.3867	(pause 0.13)	204.5208
149	ATL_se0_ag1_m_04	204.5208	they know I'm on a mission	205.7582
150	ATL_se0_ag1_m_04	205.7582	(pause 0.27)	206.0263
151	ATL_se0_ag1_m_04	206.0263	not just for me but for them as well,	207.6902
152	ATL_int_01	207.9996	Mm.	208.2935
153	ATL_se0_ag1_m_04	208.5358	so.	208.9122
154	ATL_int_01	210.6497	Damn, so, uh, um,	212.1449
155	ATL_int_01	212.1449	(pause 0.37)	212.5103
156	ATL_int_01	212.5103	<clears throat>	213.0774
157	ATL_int_01	213.0774	(pause 0.89)	213.9642
158	ATL_int_01	213.9642	doing the music shit,	215.1861
159	ATL_int_01	215.1861	(pause 0.58)	215.7636
160	ATL_int_01	215.7636	do you feel like	216.6799
161	ATL_int_01	216.6799	(pause 2.20)	218.8815
162	ATL_int_01	218.8815	you be, um, at times I guess too focused on that and then you forget about I guess your personal relationships with your family or whoever,	226.7582
163	ATL_int_01	226.7582	(pause 0.33)	227.0882
164	ATL_int_01	227.0882	friends,	227.7894
165	ATL_int_01	227.7894	(pause 0.27)	228.0561
166	ATL_int_01	228.0561	anything like that?	228.7573
167	ATL_se0_ag1_m_04	228.9790	Um,	229.7936
168	ATL_se0_ag1_m_04	229.7936	(pause 1.11)	230.9073
169	ATL_se0_ag1_m_04	230.9073	I don't really think it's a thing that's too focused when you ain't achieved your goal yet.	234.3926
170	ATL_int_01	234.7727	Okay.	235.2368
171	ATL_int_01	235.2368	(pause 0.72)	235.9586
172	ATL_int_01	235.9586	You-	236.1036
173	ATL_int_01	236.1036	(pause 0.09)	236.1898
174	ATL_int_01	236.1898	you putting the right attention then on it.	237.9436
175	ATL_se0_ag1_m_04	238.3200	[Yeah, so],	239.2841
176	ATL_int_01	238.7130	[Okay.]	239.2039
177	ATL_se0_ag1_m_04	240.8088	mm, it's like	241.4069
178	ATL_se0_ag1_m_04	241.4069	(pause 0.33)	241.7369
179	ATL_se0_ag1_m_04	241.7369	taking a vacation,	243.0310
180	ATL_se0_ag1_m_04	243.0310	(pause 2.02)	245.0521
181	ATL_se0_ag1_m_04	245.0521	and you ain't- you ain't earned it.	246.3861
182	ATL_int_01	247.1027	Mm.	247.5306
183	ATL_se0_ag1_m_04	248.1854	[It's like] getting a raise and you ain't earn- it's like you gotta put in the work.	251.7223
184	ATL_int_01	248.3302	[Mm.]	248.6124
185	ATL_se0_ag1_m_04	252.2482	You can't go to boot camp	253.3923
186	ATL_se0_ag1_m_04	253.3923	(pause 0.13)	253.5234
187	ATL_se0_ag1_m_04	253.5234	in the army and say, I miss my family, and I wanna go back home right quick.	256.6757
188	ATL_int_01	256.8562	Mm-hm.	257.2377
189	ATL_se0_ag1_m_04	257.7997	Nah, you there.	258.6954
190	ATL_int_01	258.9893	Sheesh.	260.0823
191	ATL_int_01	260.0823	(pause 0.46)	260.5463
192	ATL_int_01	260.5463	[Great analogy.]	261.7889
193	ATL_se0_ag1_m_04	260.8505	[And]	261.5053
194	ATL_se0_ag1_m_04	263.5677	that's just- that's just what it is.	265.1491
195	ATL_int_01	265.8400	<ts> Okay, they gonna love this interview.	267.2991
196	ATL_int_01	267.2991	(pause 0.37)	267.6703
197	ATL_int_01	267.6703	<laugh>	268.6499
198	ATL_int_01	268.6499	(pause 0.68)	269.3305
199	ATL_int_01	269.3305	I know I had, um, a couple-	270.6758
200	ATL_int_01	270.6758	(pause 0.07)	270.7489
201	ATL_int_01	270.7489	I had to interview a couple different	272.1442
202	ATL_int_01	272.1442	(pause 0.44)	272.5876
203	ATL_int_01	272.5876	type of people, different walks of earth.	274.7169
204	ATL_int_01	274.7169	(pause 0.86)	275.5780
205	ATL_int_01	275.5780	You know, I try to keep it	276.7521
206	ATL_int_01	276.7521	(pause 0.95)	277.7008
207	ATL_int_01	277.7008	within the Black community.	279.1869
208	ATL_int_01	279.1869	(pause 0.08)	279.2667
209	ATL_int_01	279.2667	That's the demographic I'm aiming for, but	281.2789
210	ATL_int_01	281.2789	(pause 0.17)	281.4491
211	ATL_int_01	281.4491	it's so many different type of Black people out here,	284.4329
212	ATL_int_01	284.4329	(pause 0.40)	284.8351
213	ATL_int_01	284.8351	different type of all people. But I'm definitely noticing	287.3408
214	ATL_int_01	287.3408	(pause 0.40)	287.7378
215	ATL_int_01	287.7378	just in the Atlanta area, it's a lot of different	290.4535
216	ATL_int_01	290.4535	(pause 1.11)	291.5672
217	ATL_int_01	291.5672	types of Black people walking around here.	293.6553
218	ATL_se0_ag1_m_04	294.1953	Oh yeah, of course, man. You know that.	296.3504
219	ATL_int_01	299.1397	Mm.	299.4336
220	ATL_int_01	299.4336	(pause 0.74)	300.1760
221	ATL_int_01	300.1760	So what about, um, food-wise? What's- um,	302.8041
222	ATL_int_01	302.8041	(pause 0.34)	303.1444
223	ATL_int_01	303.1444	what are your go-to foods	304.6854
224	ATL_int_01	304.6854	(pause 0.18)	304.8698
225	ATL_int_01	304.8698	that you dine on?	305.7378
226	ATL_se0_ag1_m_04	306.5871	/Sh/, man,	308.0720
227	ATL_se0_ag1_m_04	308.0720	(pause 1.39)	309.4641
228	ATL_se0_ag1_m_04	309.4641	anything from Kelz Kitchen.	311.1088
229	ATL_int_01	311.6811	<laugh>	312.3513
230	ATL_se0_ag1_m_04	312.4376	But, you know, when I'm chilling at the house and I'm cooking, Ro-Tel dip.	315.7322
231	ATL_int_01	315.9178	Mm-hm.	316.2220
232	ATL_se0_ag1_m_04	316.4746	Uh,	317.3872
233	ATL_se0_ag1_m_04	317.3872	(pause 1.90)	319.2883
234	ATL_se0_ag1_m_04	319.2883	lasagna,	319.9792
235	ATL_int_01	320.3092	Mm-hm.	320.6288
236	ATL_se0_ag1_m_04	321.8353	you know, something of that sort. You know, I like cooking too.	324.2379
237	ATL_int_01	325.4090	Oh, okay, so you not- um,	326.8532
238	ATL_int_01	326.8532	(pause 0.08)	326.9360
239	ATL_int_01	326.9360	you not all the way vegetarian or vegan or nothing like that?	329.7584
240	ATL_se0_ag1_m_04	329.8447	Man,	330.6335
241	ATL_se0_ag1_m_04	330.6335	(pause 0.90)	331.5306
242	ATL_se0_ag1_m_04	331.5306	I'm a foodetarian.	332.7732
243	ATL_int_01	333.6497	<laugh>	335.0675
244	ATL_int_01	335.0675	(pause 0.52)	335.5831
245	ATL_int_01	335.5831	I mean, nobody /had done/ been, um, coming to you tryna push that	338.7320
246	ATL_int_01	338.7320	(pause 0.15)	338.8815
247	ATL_int_01	338.8815	narrative on you?	339.8198
248	ATL_se0_ag1_m_04	339.9333	Man, they know better. Folk don't come to me on that BS, man. They just read the personality, man.	344.6391
249	ATL_se0_ag1_m_04	344.6391	(pause 0.61)	345.2475
250	ATL_se0_ag1_m_04	345.2475	Folk come to me with respect, man.	347.1397
251	ATL_se0_ag1_m_04	347.1397	(pause 0.74)	347.8822
252	ATL_se0_ag1_m_04	347.8822	So it ain't even got nothing to do with it.	349.7163
253	ATL_int_01	350.2525	They- they know you missed the barbecue or mildew.	352.4643
254	ATL_se0_ag1_m_04	352.6345	Yeah.	353.0366
255	ATL_int_01	353.3150	Okay.	353.8770
256	ATL_int_01	353.8770	(pause 1.61)	355.4842
257	ATL_int_01	355.4842	I know that.	356.1700
258	ATL_int_01	356.1700	(pause 1.62)	357.7941
259	ATL_int_01	357.7941	Mm.	358.1859
260	ATL_int_01	358.1859	(pause 0.48)	358.6654
261	ATL_int_01	358.6654	What about, um,	359.6141
262	ATL_int_01	359.6141	(pause 1.01)	360.6232
263	ATL_int_01	360.6232	new projects in the future? Whatchu, um,	362.7629
264	ATL_int_01	362.7629	(pause 0.45)	363.2166
265	ATL_int_01	363.2166	thinking about?	363.7167
266	ATL_se0_ag1_m_04	364.8768	Uh, I got some stuff on the way, man.	366.8346
267	ATL_int_01	367.0563	Mm-hm.	367.3863
268	ATL_se0_ag1_m_04	367.7884	Got a new single I been- I mean, it's kind of obvious what it's gonna be called. I put it in every photo.	372.3668
269	ATL_int_01	372.8655	Mm.	373.1508
270	ATL_se0_ag1_m_04	373.2084	The Sign,	373.8916
271	ATL_int_01	374.5146	Ay. <laugh>	376.2057
272	ATL_se0_ag1_m_04	376.2573	so.	376.8863
273	ATL_int_01	376.9637	Okay, I get it. I get [it.]	378.3598
274	ATL_se0_ag1_m_04	378.3299	[You] know what I'm saying, /and/ I got a- I got a- I got a album on the way.	381.8397
275	ATL_int_01	382.1181	Mm-hm.	382.4532
276	ATL_se0_ag1_m_04	382.8863	So I-	383.6339
277	ATL_se0_ag1_m_04	383.6339	(pause 0.34)	383.9742
278	ATL_se0_ag1_m_04	383.9742	my focus was not really tryna put so much attention on	386.8704
279	ATL_se0_ag1_m_04	386.8704	(pause 0.42)	387.2932
280	ATL_se0_ag1_m_04	387.2932	to dropping something this year. It was really just focusing on it and getting it where I could drop it the right way	391.7825
281	ATL_se0_ag1_m_04	391.7825	(pause 0.52)	392.3032
282	ATL_se0_ag1_m_04	392.3032	with the right marketing behind it, man. I- I'm'a- I'm'a always be relevant long as I walk around with that sign.	397.3779
283	ATL_int_01	397.4080	Ooh, I'm always gonna be relevant. (laughing)	400.6285
284	ATL_se0_ag1_m_04	400.9791	[Like],	401.4996
285	ATL_int_01	401.1080	[You talking] some shit right now, [but]	402.8390
286	ATL_se0_ag1_m_04	402.6224	[I mean], [I- that's just real]	404.2414
287	ATL_int_01	403.1398	[it's factual.]	403.9526
288	ATL_int_01	404.2905	It's all the way [real, especially-]	405.8036
289	ATL_se0_ag1_m_04	405.0766	[Man, everywhere] I go, man, it's like	407.2318
290	ATL_se0_ag1_m_04	407.6958	[everybody] like- I could try to talk to people and give them compliments,	410.6435
291	ATL_int_01	407.7837	[Mm.]	408.1186
292	ATL_se0_ag1_m_04	411.0405	and then somehow it always revert back to, man, you- your grinding /the sign/ you inspire me. So	415.4422
293	ATL_se0_ag1_m_04	415.4422	(pause 0.41)	415.8495
294	ATL_se0_ag1_m_04	415.8495	[I li- I like the fact that people tell me I inspire them, man.]	419.1338
295	ATL_int_01	415.9217	[Mm.]	418.7624
296	ATL_int_01	418.7624	(pause 0.14)	418.9068
297	ATL_int_01	418.9068	[Mm-hm.]	419.4037
298	ATL_se0_ag1_m_04	419.8608	I mean, it's just- I'm just speaking facts, man. A lot of artists be telling me, bruh, you the only artist	424.2006
299	ATL_se0_ag1_m_04	424.2006	(pause 0.27)	424.4687
300	ATL_se0_ag1_m_04	424.4687	that I really feel like is	425.9020
301	ATL_se0_ag1_m_04	425.9020	(pause 0.24)	426.1392
302	ATL_se0_ag1_m_04	426.1392	the competition when I be really feeling like,	428.4579
303	ATL_int_01	428.6023	[Mm.]	429.4633
304	ATL_se0_ag1_m_04	428.8807	[you ain't] my competition. Not- no disrespect to no artists or [nothing, but it just]	432.5207
305	ATL_int_01	431.8550	[Nah, I feel you.]	432.3678
306	ATL_se0_ag1_m_04	432.9885	the competition is so much bigger than	434.7379
307	ATL_se0_ag1_m_04	434.7379	(pause 0.08)	434.8131
308	ATL_se0_ag1_m_04	434.8131	ATL, so much bigger than the South. We competing against	437.4638
309	ATL_se0_ag1_m_04	437.4638	(pause 0.30)	437.7680
310	ATL_se0_ag1_m_04	437.7680	people across the world. So,	439.2515
311	ATL_int_01	439.3288	We [are.]	439.7670
312	ATL_se0_ag1_m_04	439.5608	[you know], I dig them for them to say that I'm their competition,	442.8812
313	ATL_int_01	443.0056	[Mm-hm.]	443.3304
314	ATL_se0_ag1_m_04	443.2163	[or] that I'm somebody they	444.5156
315	ATL_se0_ag1_m_04	444.8854	feel like they,	445.6072
316	ATL_se0_ag1_m_04	445.6072	(pause 0.18)	445.7825
317	ATL_se0_ag1_m_04	445.7825	you know,	446.2208
318	ATL_int_01	446.6848	Mm-hm,	447.0765
319	ATL_int_01	447.0765	(pause 0.06)	447.1386
320	ATL_int_01	447.1386	[inspire? /inaudible/]	449.0410
321	ATL_se0_ag1_m_04	447.2210	[one and two or two and one, however that] may be the one two punch, you know what I'm saying. [But I get that] from a lot of artists, but	452.3275
322	ATL_int_01	450.8564	[Mm-hm.]	451.2238
323	ATL_int_01	452.6281	Yeah.	452.9787
324	ATL_se0_ag1_m_04	453.0302	/yeah/, you ain't not finna get that from me because they not my competition, man i-	456.8352
325	ATL_int_01	457.0246	You looking at people like Drake and [Kendrick.]	459.2261
326	ATL_se0_ag1_m_04	458.6487	[Nah, I- I'm] looking at the person like in the mirror.	460.6749
327	ATL_int_01	460.8554	Ooh, okay.	462.2990
328	ATL_int_01	462.2990	(pause 0.15)	462.4485
329	ATL_int_01	462.4485	Bigger than	463.0747
330	ATL_int_01	463.0747	(pause 0.10)	463.1729
331	ATL_int_01	463.1729	that now.	463.7155
332	ATL_se0_ag1_m_04	464.2156	Man, Drake- I mean,	465.2622
333	ATL_se0_ag1_m_04	465.2622	(pause 0.14)	465.4021
334	ATL_se0_ag1_m_04	465.4021	e- Drake ain't no bigger than	467.1390
335	ATL_se0_ag1_m_04	467.1390	(pause 0.67)	467.8092
336	ATL_se0_ag1_m_04	467.8092	me, or Drake ain't no bigger than nobody else. He just had his opportunity before we did.	471.9325
337	ATL_int_01	472.1129	That's a great great way to look [at it.]	473.8632
338	ATL_se0_ag1_m_04	473.7061	[You] know what I'm saying, he just had his opportunity come, and that's it, you know what I'm saying. I'm'a have my opportunity when it come,	479.0719
339	ATL_se0_ag1_m_04	479.4535	I'm'a be-	480.0258
340	ATL_se0_ag1_m_04	480.0258	(pause 0.31)	480.3351
341	ATL_se0_ag1_m_04	480.3351	probably go longer than Drake as far as number one [hits]	482.8465
342	ATL_int_01	482.8209	[Mm-hm.]	483.1661
343	ATL_se0_ag1_m_04	483.4736	cause I got 'em.	484.3145
344	ATL_se0_ag1_m_04	484.3145	(pause 0.08)	484.3934
345	ATL_se0_ag1_m_04	484.3934	And then I still ain't even reached-	485.8401
346	ATL_se0_ag1_m_04	485.8401	(pause 0.45)	486.2887
347	ATL_se0_ag1_m_04	486.2887	I still ain't even learnt myself fully. I haven't been able to be in the studio	489.3241
348	ATL_se0_ag1_m_04	489.3241	(pause 0.47)	489.7984
349	ATL_se0_ag1_m_04	489.7984	twenty-four hours back [to back to back],	491.6235
350	ATL_int_01	490.8708	[It hasn't] happened [yet.]	492.4898
351	ATL_se0_ag1_m_04	492.1450	[you know] what I'm saying, [I- I can only go to the] studio when I can afford to go,	495.4736
352	ATL_int_01	492.8758	[/Oh my gosh./]	493.9407
353	ATL_int_01	495.6334	Mm-hm.	496.0769
354	ATL_se0_ag1_m_04	496.4274	you know what I'm saying. And that's cool. I can knock out five, six songs in about a four, five hour session.	500.6384
355	ATL_se0_ag1_m_04	500.6384	(pause 0.67)	501.3086
356	ATL_se0_ag1_m_04	501.3086	But	501.7778
357	ATL_se0_ag1_m_04	501.7778	(pause 0.73)	502.5048
358	ATL_se0_ag1_m_04	502.5048	to learn yourself to just be in there and just learn yourself, man, that's a whole different-	506.1095
359	ATL_int_01	506.1228	Woo [hoo hoo.]	507.4788
360	ATL_se0_ag1_m_04	506.7930	[whole different feeling], man, you [know what I'm saying.]	508.8141
361	ATL_int_01	508.2882	[Yeah, that is] a- a nice little-	510.4692
362	ATL_se0_ag1_m_04	510.5826	I don't think nobody touching me right now. I don't think nobody gonna be touching me then. You know, I'm already a dangerous guy.	515.1647
363	ATL_int_01	515.2936	Mm-hm.	515.7216
364	ATL_se0_ag1_m_04	515.9587	So when I really get	516.9834
365	ATL_se0_ag1_m_04	516.9834	(pause 0.78)	517.7619
366	ATL_se0_ag1_m_04	517.7619	that-	518.1279
367	ATL_se0_ag1_m_04	518.1279	(pause 1.31)	519.4427
368	ATL_se0_ag1_m_04	519.4427	a team that work just as hard as me all across the board,	521.9897
369	ATL_se0_ag1_m_04	521.9897	(pause 0.38)	522.3660
370	ATL_se0_ag1_m_04	522.3660	it's gonna be even more dangerous.	523.6330
371	ATL_int_01	525.6438	Hoo, okay. So let's say	528.3454
372	ATL_int_01	528.3454	(pause 1.10)	529.4474
373	ATL_int_01	529.4474	your words	530.6435
374	ATL_int_01	530.6435	(pause 0.47)	531.1127
375	ATL_int_01	531.1127	as of right now	532.3450
376	ATL_int_01	532.3450	(pause 0.54)	532.8812
377	ATL_int_01	532.8812	was good enough to	534.5620
378	ATL_int_01	534.5620	(pause 1.27)	535.8341
379	ATL_int_01	535.8341	I guess get your-	537.0612
380	ATL_int_01	537.0612	(pause 0.59)	537.6541
381	ATL_int_01	537.6541	your marketing pushed like how you would want it to, and	540.5877
382	ATL_int_01	540.5877	(pause 0.17)	540.7565
383	ATL_int_01	540.7565	your single drop	541.7567
384	ATL_int_01	541.7567	(pause 0.40)	542.1589
385	ATL_int_01	542.1589	in	542.4631
386	ATL_int_01	542.4631	(pause 0.22)	542.6796
387	ATL_int_01	542.6796	/cover to/ wherever.	543.7469
388	ATL_int_01	543.7469	(pause 1.05)	544.7935
389	ATL_int_01	544.7935	Just off your words alone, what would you feel	547.2824
390	ATL_int_01	547.2824	(pause 0.20)	547.4783
391	ATL_int_01	547.4783	need to be, I guess	549.2313
392	ATL_int_01	549.2313	(pause 0.36)	549.5922
393	ATL_int_01	549.5922	mandatory	550.6646
394	ATL_int_01	550.6646	(pause 0.39)	551.0513
395	ATL_int_01	551.0513	in your	551.7525
396	ATL_int_01	551.7525	(pause 1.11)	552.8648
397	ATL_int_01	552.8648	dro- n-	553.3661
398	ATL_int_01	553.3661	(pause 0.09)	553.4534
399	ATL_int_01	553.4534	when you drop the sign	554.6487
